# Experiment IPTS-27050 Run 189228
# Run title: Z_ReO4_D2O_0.1V-189228-1.
# Run start time: 2021-10-07T14:39:33.169430667
# Reduction time: Thu Oct  7 11:04:22 2021
# Mantid version: 6.2.20210929.2323
# Scaling factor: 1.0
# DataRun   NormRun   TwoTheta(deg)  LambdaMin(A)   LambdaMax(A) Qmin(1/A)    Qmax(1/A)    SF_A         SF_B         PrimaryFrac 
# 189228    188981    1.21817        13.2996        16.7006      0.0079       0.0100       1.0          0.0          1.0         
# 189229    188982    1.2181         10.6856        14.0865      0.0094       0.0125       1.0          0.0          1.0         
# 189230    188983    1.2181         8.03957        11.4405      0.0116       0.0166       1.0252       2.1093       1.0         
# 189231    188984    1.2181         5.34255        8.74352      0.0152       0.0250       7.0259       8.6478       1.0         
# 189232    188985    1.2181         2.54954        5.9505       0.0224       0.0523       20.238       0.0003       1.0         
# 189233    188985    2.38595        2.54954        5.9505       0.0439       0.1026       65.737       0.0019       1.0         
# 189234    188985    4.70496        2.54954        5.9505       0.0866       0.2023       247.76       0.0099       1.0         
# dQ0[1/Angstrom] = 0.0004
# dQ/Q = 0.023
# Q[1/Angstrom] R delta_R Precision
0.0288473878199 0.0108573943932 0.00039019017586 0.00106348991986
0.0294243355763 0.00828327552155 0.000336496628698 0.00107675971826
0.0300128222878 0.00565152194121 0.000268888370043 0.00109029491262
0.0306130787336 0.00365188561337 0.000212299431464 0.00110410081087
0.0312253403083 0.00173200629405 0.000144173494417 0.00111818282709
0.0318498471144 0.000769228690612 9.6583498314e-05 0.00113254648363
0.0324868440567 0.000406763167457 7.82034165112e-05 0.0011471974133
0.0331365809379 0.000504856717435 8.33812412915e-05 0.00116214136157
0.0337993125566 0.00123715060934 0.000124040624366 0.0011773841888
0.0344752988077 0.00184394883578 0.000149479330656 0.00119293187258
0.0351648047839 0.00250839387935 0.000171282251123 0.00120879051003
0.0358681008796 0.00264117754406 0.00017319624065 0.00122496632023
0.0365854628972 0.00317952661338 0.000192544888963 0.00124146564664
0.0373171721551 0.00285218243079 0.000180105544106 0.00125829495957
0.0380635155982 0.00256703585613 0.000166625302644 0.00127546085876
0.0388247859102 0.00164045929051 0.00012963036086 0.00129297007593
0.0396012816284 0.00124451048711 0.00011164901618 0.00131082947745
0.040393307261 0.00065397282376 8.39572890471e-05 0.001329046067
0.0412011734062 0.000250854900077 5.57052336339e-05 0.00134762698834
0.0420251968743 0.000147246754452 3.91554153359e-05 0.00136657952811
0.0428657008118 4.20767630368e-05 2.45965939176e-05 0.00138591111867
0.043723014828 0.000156557800975 4.12817894612e-05 0.00140562934104
0.0445974751246 0.000138296214727 1.51231982877e-05 0.00142574192787
0.0454894246271 0.000225969919151 1.75405854318e-05 0.00144625676642
0.0463992131196 0.000208601830421 1.70407576022e-05 0.00146718190175
0.047327197382 0.000214726603148 1.61725780362e-05 0.00148852553979
0.0482737413296 0.000143665933404 1.33153816807e-05 0.00151029605058
0.0492392161562 0.000124385480432 1.17927320628e-05 0.00153250197159
0.0502240004794 0.00011656944247 1.11351102074e-05 0.00155515201103
0.051228480489 0.000134698511443 1.19894285572e-05 0.00157825505125
0.0522530500987 0.000124304040379 1.19740480901e-05 0.00160182015227
0.0532981111007 0.000131444917636 1.29056128306e-05 0.00162585655532
0.0543640733227 0.000116597100059 1.11147302459e-05 0.00165037368642
0.0554513547892 9.72010128882e-05 1.06394227114e-05 0.00167538116015
0.056560381885 3.45912668057e-05 7.98192412979e-06 0.00170088878335
0.0576915895227 4.41418891549e-05 7.61079914739e-06 0.00172690655902
0.0588454213131 4.64873341869e-05 7.5053213626e-06 0.0017534446902
0.0600223297394 7.38244215868e-05 9.34636716385e-06 0.00178051358401
0.0612227763342 0.000159193180472 1.27301042208e-05 0.00180812385569
0.0624472318608 0.000201292149262 1.42918087247e-05 0.0018362863328
0.0636961764981 0.000203168413984 1.46323395519e-05 0.00186501205946
0.064970100028 0.000153990540588 1.34657219719e-05 0.00189431230064
0.0662695020286 0.000127431933098 1.14425259025e-05 0.00192419854666
0.0675948920692 9.91524368143e-05 1.03532180482e-05 0.00195468251759
0.0689467899105 8.4828868341e-05 9.34266611888e-06 0.00198577616794
0.0703257257087 0.000105217906888 9.99795015352e-06 0.0020174916913
0.0717322402229 0.000121279536356 1.08761205795e-05 0.00204984152513
0.0731668850274 0.0001591764383 1.21883044821e-05 0.00208283835563
0.0746302227279 0.0001057966624 1.02893808424e-05 0.00211649512274
0.0761228271825 9.98335345246e-05 9.66951487558e-06 0.0021508250252
0.0776452837261 6.96319757513e-05 8.04547877386e-06 0.0021858415257
0.0791981894007 4.61148034231e-05 6.53604457355e-06 0.00222155835622
0.0807821531887 4.3107068893e-05 6.14821784381e-06 0.00225798952334
0.0823977962524 5.37247458604e-05 7.14959129398e-06 0.00229514931381
0.0840457521775 5.66214558833e-05 7.32847751331e-06 0.00233305230008
0.085726667221 5.03934853327e-05 6.9700858978e-06 0.00237171334608
0.0874412005655 3.60167353473e-05 6.32824891121e-06 0.00241114761301
0.0891900245768 1.19701161595e-05 1.76265537621e-06 0.00245137056527
0.0909738250683 8.37379121605e-06 1.70826412544e-06 0.00249239797657
0.0927933015697 7.76069354069e-06 1.6881663481e-06 0.0025342459361
0.0946491676011 8.00093400537e-06 1.77844378105e-06 0.00257693085482
0.0965421509531 4.49109656941e-06 1.75926580551e-06 0.00262046947192
0.0984729939722 7.87234852509e-06 1.53594296765e-06 0.00266487886136
0.100442453852 4.37760962375e-06 1.40845174095e-06 0.00271017643859
0.102451302929 2.3386725196e-06 1.39530139595e-06 0.00275637996736
0.104500328987 3.08481740837e-06 1.63385330678e-06 0.00280350756671
0.106590335567 7.39681165017e-06 1.54265050724e-06 0.00285157771804
0.108722142278 1.8200907034e-05 2.01622604407e-06 0.0029006092724
0.110896585124 1.41651851378e-05 1.79604193892e-06 0.00295062145785
0.113114516826 8.60736135336e-06 1.75442763654e-06 0.00300163388701
0.115376807163 7.8099334132e-06 1.56541035831e-06 0.00305366656475
0.117684343306 1.18554152289e-05 1.72637091247e-06 0.00310673989604
0.120038030172 1.68652763059e-05 1.9940164298e-06 0.00316087469396
0.122438790776 1.75834936843e-05 1.89386124283e-06 0.00321609218784
0.124887566591 8.52250649758e-06 1.74189907669e-06 0.0032724140316
0.127385317923 7.09155820574e-06 1.66769815195e-06 0.00332986231223
0.129933024281 1.44423487739e-05 1.94466074904e-06 0.00338845955847
0.132531684767 7.2638522192e-06 1.68577777713e-06 0.00344822874964
0.135182318462 1.80622850754e-06 1.35474555168e-06 0.00350919332464
0.137885964832 2.49756777554e-06 1.34975678847e-06 0.00357137719113
0.140643684128 1.93797455152e-06 1.36875399875e-06 0.00363480473495
0.143456557811 1.45004935911e-06 1.24695777074e-06 0.00369950082965
0.146325688967 4.03514386432e-06 1.27259778676e-06 0.00376549084624
0.149252202746 3.37679486491e-06 1.26526276375e-06 0.00383280066317
0.158387631572 2.46719295139e-06 1.16059910356e-06 0.00404291552616
