# Experiment IPTS-27050 Run 189246
# Run title: Z_ReO4_D2O_0.1V again-189246-1.
# Run start time: 2021-10-07T16:47:13.699247667
# Reduction time: Thu Oct  7 13:12:24 2021
# Mantid version: 6.2.20210929.2323
# Scaling factor: 1.0
# DataRun   NormRun   TwoTheta(deg)  LambdaMin(A)   LambdaMax(A) Qmin(1/A)    Qmax(1/A)    SF_A         SF_B         PrimaryFrac 
# 189246    188981    1.21938        13.2996        16.7006      0.0080       0.0100       1.0          0.0          1.0         
# 189247    188982    1.21938        10.6856        14.0865      0.0094       0.0125       1.0          0.0          1.0         
# 189248    188983    1.21938        8.03957        11.4405      0.0116       0.0166       1.0252       2.1093       1.0         
# 189249    188984    1.21945        5.34255        8.74352      0.0152       0.0250       7.0259       8.6478       1.0         
# 189250    188985    1.21945        2.54954        5.9505       0.0224       0.0524       20.238       0.0003       1.0         
# 189251    188985    2.38602        2.54954        5.9505       0.0439       0.1026       65.737       0.0019       1.0         
# 189252    188985    4.70481        2.54954        5.9505       0.0866       0.2023       247.76       0.0099       1.0         
# dQ0[1/Angstrom] = 0.0004
# dQ/Q = 0.023
# Q[1/Angstrom] R delta_R Precision
0.00812260810985 0.662860012839 0.049089346984 0.000586819986527
0.00828506027205 0.686275285995 0.0476013488253 0.000590556386257
0.00845076147749 0.641368334163 0.0413790933753 0.000594367513982
0.00861977670704 0.727381726888 0.0415638514384 0.000598254864262
0.00879217224118 0.698336750857 0.0389591941173 0.000602219961547
0.008968015686 0.64267870867 0.0342813278185 0.000606264360778
0.00914737599972 0.678018263077 0.0331677229269 0.000610389647994
0.00933032351972 0.624493928889 0.0298678813949 0.000614597440953
0.00951692999011 0.610828104475 0.0274947395478 0.000618889389773
0.00970726858991 0.658315666713 0.0244384055858 0.000623267177568
0.00990141396171 0.654243372182 0.022523155872 0.000627732521119
0.0100994422409 0.644846755816 0.0461132519961 0.000632287171542
0.0103014310858 0.627647492484 0.0429003473765 0.000636932914973
0.0105074597075 0.621750318267 0.0415652744846 0.000641671573272
0.0107176089016 0.622567994494 0.0382771767279 0.000646505004737
0.0109319610797 0.711724538608 0.0390767002136 0.000651435104832
0.0111506003013 0.69072429412 0.0361038187378 0.000656463806929
0.0113736123073 0.673703954378 0.0341218507358 0.000661593083067
0.0116010845534 0.634440385038 0.0307293469842 0.000666824944729
0.0118331062445 0.650023648378 0.0255738474694 0.000672161443623
0.0120697683694 0.644659070602 0.024185197738 0.000677604672496
0.0123111637368 0.599934584934 0.0426927657409 0.000683156765946
0.0125573870115 0.614753390156 0.040795097243 0.000688819901265
0.0128085347517 0.705825311128 0.0430333718926 0.00069459629929
0.0130647054468 0.595654728477 0.0365975550306 0.000700488225276
0.0133259995557 0.63609246002 0.0356006587946 0.000706497989781
0.0135925195468 0.637916666766 0.033465748212 0.000712627949577
0.0138643699378 0.657287884484 0.0331503905343 0.000718880508568
0.0141416573365 0.664111048998 0.0323901786123 0.00072525811874
0.0144244904832 0.600871202957 0.0291322298752 0.000731763281115
0.0147129802929 0.458894930748 0.0236960734456 0.000738398546737
0.0150072398988 0.315281452398 0.0186081908137 0.000745166517672
0.0153073846967 0.233034938803 0.0151901808177 0.000752069848025
0.0156135323907 0.198408658598 0.00843342891725 0.000759111244986
0.0159258030385 0.188276765607 0.00792423902695 0.000766293469885
0.0162443190993 0.160032118116 0.00888991358286 0.000773619339283
0.0165692054812 0.149408244416 0.0082637662841 0.000781091726069
0.0169005895909 0.137342881223 0.00758316668598 0.00078871356059
0.0172386013827 0.118896470333 0.00658480790957 0.000796487831802
0.0175833734103 0.0858939342592 0.00515310387893 0.000804417588438
0.0179350408785 0.0764713160408 0.00464778526739 0.000812505940207
0.0182937416961 0.0622555233879 0.00404701678037 0.000820756059011
0.01865961653 0.046550005166 0.00332992680507 0.000829171180191
0.0190328088606 0.037141793655 0.00282998031906 0.000837754603795
0.0194134650379 0.0193017683566 0.00198060835975 0.000846509695871
0.0198017343386 0.0122914199321 0.00153245161214 0.000855439889788
0.0201977690254 0.00576477635101 0.00102986812228 0.000864548687584
0.0206017244059 0.00273672769273 0.000644074461214 0.000873839661336
0.021013758894 0.00309129989484 0.000713469164768 0.000883316454562
0.0214340340719 0.00184813687511 0.000489059428971 0.000892982783653
0.0218627147533 0.00410720824778 0.00073935536573 0.000902842439327
0.0222999690484 0.00792439964363 0.0010101601615 0.000912899288113
0.0227459684294 0.0101916159826 0.000423220178717 0.000923157273875
0.0232008877979 0.0145688795476 0.000504045222953 0.000933620419353
0.0236649055539 0.0179406192206 0.000558472694503 0.00094429282774
0.024138203665 0.0193492987148 0.000570766898058 0.000955178684295
0.0246209677383 0.0204257345348 0.000628053046962 0.000966282257981
0.0251133870931 0.0191499449148 0.000585592907195 0.00097760790314
0.0256156548349 0.0165329766836 0.000514208196382 0.000989160061203
0.0261279679316 0.0147389750166 0.000475296084094 0.00100094326243
0.0266505272902 0.0122052410505 0.000417530603233 0.00101296212768
0.027183537836 0.00866573250614 0.000345047305306 0.00102522137023
0.0277272085928 0.00579642445901 0.000267817423797 0.00103772579763
0.0282817527646 0.00311620350883 0.000195723880491 0.00105048031359
0.0288473878199 0.00149639198257 0.000128155422816 0.00106348991986
0.0294243355763 0.000591391435787 8.57058782978e-05 0.00107675971826
0.0300128222878 0.000700987360937 8.70687668401e-05 0.00109029491262
0.0306130787336 0.00131462166928 0.000119041942879 0.00110410081087
0.0312253403083 0.00215973609241 0.000151953078526 0.00111818282709
0.0318498471144 0.0033101424631 0.000195408690276 0.00113254648363
0.0324868440567 0.00402484712531 0.000222591930722 0.0011471974133
0.0331365809379 0.0040844383721 0.000226895995117 0.00116214136157
0.0337993125566 0.0043284173808 0.000230524110048 0.0011773841888
0.0344752988077 0.00368152591946 0.000202010506639 0.00119293187258
0.0351648047839 0.00289974178603 0.000177018273299 0.00120879051003
0.0358681008796 0.00179695625568 0.000136265774534 0.00122496632023
0.0365854628972 0.00109757221498 0.000109346368324 0.00124146564664
0.0373171721551 0.000604788776797 7.69722893722e-05 0.00125829495957
0.0380635155982 0.000173031177395 4.23278938312e-05 0.00127546085876
0.0388247859102 0.000170313170941 4.18733466023e-05 0.00129297007593
0.0396012816284 0.000288489617285 5.48641054306e-05 0.00131082947745
0.040393307261 0.000530527563842 7.16931554814e-05 0.001329046067
0.0412011734062 0.000601583628841 7.43068425014e-05 0.00134762698834
0.0420251968743 0.00082783777 8.81513821274e-05 0.00136657952811
0.0428657008118 0.000637412518751 7.49635926895e-05 0.00138591111867
0.043723014828 0.000563738791724 7.28018038259e-05 0.00140562934104
0.0445974751246 0.000355207633247 2.23409853693e-05 0.00142574192787
0.0454894246271 0.00020051324688 1.6145255434e-05 0.00144625676642
0.0463992131196 8.11584487565e-05 1.20867471685e-05 0.00146718190175
0.047327197382 6.94483313329e-05 9.92957943101e-06 0.00148852553979
0.0482737413296 3.9937980638e-05 9.54565767521e-06 0.00151029605058
0.0492392161562 6.52666670706e-05 1.0781864039e-05 0.00153250197159
0.0502240004794 6.50362107668e-05 9.37977108957e-06 0.00155515201103
0.051228480489 2.69183691011e-05 7.46238905814e-06 0.00157825505125
0.0522530500987 3.33389221577e-05 7.65181596098e-06 0.00160182015227
0.0532981111007 5.87532808014e-05 9.09219560569e-06 0.00162585655532
0.0543640733227 8.05990295342e-05 9.5607112489e-06 0.00165037368642
0.0554513547892 0.00010873781459 1.12555457296e-05 0.00167538116015
0.056560381885 0.000153356149319 1.26117473797e-05 0.00170088878335
0.0576915895227 0.00014770436423 1.24729111796e-05 0.00172690655902
0.0588454213131 7.56781868225e-05 9.29860397272e-06 0.0017534446902
0.0600223297394 5.42830062979e-05 8.36704047476e-06 0.00178051358401
0.0612227763342 6.13174014563e-05 8.05359142643e-06 0.00180812385569
0.0624472318608 0.000106639087395 1.05888633454e-05 0.0018362863328
0.0636961764981 0.000158855711659 1.30733201083e-05 0.00186501205946
0.064970100028 0.000173972031641 1.36588517458e-05 0.00189431230064
0.0662695020286 0.000166300028963 1.35626176093e-05 0.00192419854666
0.0675948920692 0.000144293187518 1.19962572162e-05 0.00195468251759
0.0689467899105 9.66003431288e-05 1.01699474724e-05 0.00198577616794
0.0703257257087 0.000113638732797 1.03103034506e-05 0.0020174916913
0.0717322402229 0.000131128893864 1.1447940036e-05 0.00204984152513
0.0731668850274 0.000154340172897 1.2058995088e-05 0.00208283835563
0.0746302227279 0.000152884703477 1.18152392592e-05 0.00211649512274
0.0761228271825 0.000101010118475 9.7536862294e-06 0.0021508250252
0.0776452837261 8.23347058794e-05 8.27797652133e-06 0.0021858415257
0.0791981894007 6.86658729344e-05 7.60088219907e-06 0.00222155835622
0.0807821531887 7.73577559644e-05 8.72374349952e-06 0.00225798952334
0.0823977962524 7.05342812533e-05 8.06419221022e-06 0.00229514931381
0.0840457521775 7.26618962528e-05 8.32984692306e-06 0.00233305230008
0.085726667221 4.73473106414e-05 6.90026014995e-06 0.00237171334608
0.0874412005655 1.43585289737e-05 4.86063491615e-06 0.00241114761301
0.0891900245768 1.42272925709e-05 1.86259462882e-06 0.00245137056527
0.0909738250683 1.45513657313e-05 1.83214323144e-06 0.00249239797657
0.0927933015697 8.97829703989e-06 1.96935559876e-06 0.0025342459361
0.0946491676011 1.08516483311e-05 1.88470567893e-06 0.00257693085482
0.0965421509531 6.4167612853e-06 1.60155165396e-06 0.00262046947192
0.0984729939722 4.07956670973e-06 1.36550560515e-06 0.00266487886136
0.100442453852 2.96332809303e-06 1.32952552199e-06 0.00271017643859
0.102451302929 5.00831196099e-06 1.38482467187e-06 0.00275637996736
0.104500328987 7.12526352116e-06 1.65571843493e-06 0.00280350756671
0.106590335567 1.22787209181e-05 1.69261436562e-06 0.00285157771804
0.108722142278 1.25537840109e-05 1.88801932787e-06 0.0029006092724
0.110896585124 1.51028488665e-05 1.85774371514e-06 0.00295062145785
0.113114516826 1.75757988957e-05 2.02682031941e-06 0.00300163388701
0.115376807163 1.89188087247e-05 1.95001275462e-06 0.00305366656475
0.117684343306 1.96785144216e-05 2.01530705184e-06 0.00310673989604
0.120038030172 1.43249080119e-05 1.90857719693e-06 0.00316087469396
0.122438790776 1.8236505836e-05 1.99933756547e-06 0.00321609218784
0.124887566591 1.24524023439e-05 1.8747968292e-06 0.0032724140316
0.127385317923 8.39123456932e-06 1.76800946669e-06 0.00332986231223
0.129933024281 9.9787825121e-06 1.84513296531e-06 0.00338845955847
0.132531684767 7.10122761025e-06 1.52302659492e-06 0.00344822874964
0.135182318462 4.33478655142e-06 1.34720056479e-06 0.00350919332464
0.137885964832 2.04740855831e-06 1.34604042713e-06 0.00357137719113
